CustomerID,InvoiceNo,InvoiceDate,TotalPrice,LoyaltyScore,AvgBasketSize,Returns,SupportTickets,ReferralCount,AvgSessionTime,Age,Gender,Region,DeviceType,LastLoginDays,NewsletterSubscribed,PremiumMember,CampaignResponseRate,AvgDiscountUsed,AvgTimeBetweenPurchases,PreferredCategory
1140,894824,2025-09-08 16:05:47.391689,551.87,21,6.21,2,8,10,58.63,48,Other,West,Mobile,300,1,1,0.02,41.23,6.04,Home
1141,130535,2025-07-14 16:05:47.391689,266.76,47,3.47,2,7,8,13.71,41,Female,East,Tablet,211,0,1,0.87,20.89,54.66,Clothing
1142,475713,2025-07-15 16:05:47.391689,358.78,80,1.71,0,9,8,49.6,31,Other,South,Desktop,62,0,0,0.24,3.65,12.42,Beauty
1143,938688,2025-06-06 16:05:47.391689,197.97,59,1.77,4,2,4,97.41,62,Male,North,Tablet,67,1,0,0.21,13.68,25.56,Clothing
1144,451279,2025-05-03 16:05:47.391689,910.28,84,9.05,3,4,0,108.7,42,Male,North,Tablet,252,0,0,0.74,49.0,27.48,Clothing
1145,921654,2025-11-06 16:05:47.391689,591.72,6,2.73,1,6,16,28.4,51,Other,East,Tablet,1,0,1,0.32,29.81,36.34,Electronics
1146,701661,2025-03-20 16:05:47.391689,412.83,19,3.91,3,4,1,12.7,20,Male,East,Desktop,107,1,1,0.51,35.49,5.23,Clothing
1147,747972,2025-06-13 16:05:47.391689,472.77,57,3.04,3,7,12,105.9,41,Other,West,Mobile,285,0,1,0.16,0.37,14.38,Electronics
1148,589570,2025-11-30 16:05:47.391689,948.34,69,4.19,4,4,8,49.78,59,Male,West,Tablet,48,1,0,0.96,25.91,55.96,Beauty
1149,556551,2025-03-09 16:05:47.391689,170.28,3,1.62,3,0,3,67.3,26,Female,East,Tablet,139,0,0,0.85,1.88,54.6,Electronics
1150,373109,2025-05-10 16:05:47.391689,594.51,1,5.67,3,4,4,116.33,43,Other,South,Mobile,217,1,1,0.86,28.46,47.1,Electronics
1151,124538,2024-12-23 16:05:47.391689,515.77,58,1.61,2,3,10,12.65,37,Female,West,Tablet,43,1,0,0.41,46.04,2.14,Electronics
1152,994498,2024-12-17 16:05:47.391689,619.23,38,8.2,4,5,18,79.56,57,Female,East,Desktop,268,0,0,0.76,48.42,20.29,Home
1153,301664,2025-03-02 16:05:47.391689,37.75,15,3.1,0,2,2,13.52,27,Other,West,Tablet,77,0,1,0.14,27.03,38.05,Electronics
1154,591234,2025-03-15 16:05:47.391689,874.68,34,5.86,1,4,11,48.18,36,Female,East,Tablet,215,1,1,0.01,22.91,17.24,Clothing
1155,999684,2025-10-12 16:05:47.391689,933.48,61,8.92,3,1,18,97.44,20,Other,North,Mobile,97,1,0,0.02,47.25,54.67,Electronics
1156,239182,2025-09-20 16:05:47.391689,573.83,35,6.86,1,5,18,54.85,41,Female,East,Tablet,235,1,1,0.59,33.68,38.4,Clothing
1157,572525,2025-05-10 16:05:47.391689,702.72,64,5.8,0,5,12,119.68,22,Other,North,Tablet,281,0,0,0.46,3.24,5.24,Electronics
1158,258338,2025-01-05 16:05:47.391689,924.05,25,3.92,1,4,6,69.29,20,Other,West,Desktop,148,0,1,0.52,23.29,54.63,Home
1159,284064,2025-06-09 16:05:47.391689,713.09,24,4.0,0,5,14,41.93,44,Male,East,Mobile,303,0,1,0.01,12.01,57.51,Beauty
1160,314020,2025-11-24 16:05:47.391689,169.49,12,7.03,2,6,6,30.31,33,Other,West,Mobile,65,0,1,0.42,23.49,5.59,Electronics
1161,723094,2025-06-19 16:05:47.391689,584.76,18,9.95,3,4,7,45.31,66,Other,North,Desktop,233,1,0,0.72,22.77,32.41,Electronics
1162,997421,2025-09-04 16:05:47.391689,614.58,15,6.96,0,0,4,47.84,32,Female,East,Tablet,86,1,0,0.44,29.11,18.9,Home
1163,715270,2025-04-24 16:05:47.391689,435.65,80,6.02,1,7,13,12.9,52,Other,West,Mobile,78,1,1,0.73,17.84,24.18,Electronics
1164,745914,2025-09-28 16:05:47.391689,741.72,27,7.58,3,3,3,47.5,29,Male,North,Mobile,204,1,1,0.23,8.21,11.6,Clothing
1165,219176,2025-03-23 16:05:47.391689,935.68,72,5.19,2,8,9,58.39,58,Female,West,Tablet,278,0,1,0.81,25.19,35.11,Electronics
1166,318126,2025-03-04 16:05:47.391689,927.06,60,1.54,3,9,19,88.11,61,Female,South,Tablet,336,1,0,0.59,41.51,57.52,Electronics
1167,318969,2025-05-21 16:05:47.391689,461.82,46,6.06,0,5,14,80.52,43,Male,North,Mobile,253,1,1,0.21,33.2,30.68,Beauty
1168,222409,2025-05-04 16:05:47.391689,130.97,89,9.62,2,0,17,86.51,64,Female,North,Tablet,303,0,1,0.24,16.92,5.89,Beauty
1169,647707,2025-10-22 16:05:47.391689,985.14,17,2.58,1,2,19,5.96,51,Female,North,Mobile,129,0,1,0.63,46.78,37.58,Electronics
1170,353618,2025-01-08 16:05:47.391689,842.12,93,7.21,2,2,12,30.03,40,Female,East,Tablet,83,1,1,0.83,45.61,21.07,Home
1171,869598,2025-07-22 16:05:47.391689,142.17,53,2.81,2,9,7,81.09,48,Female,East,Tablet,275,0,0,0.42,10.47,51.5,Beauty
1172,150015,2025-10-05 16:05:47.391689,922.43,8,5.82,4,3,8,60.66,67,Male,East,Desktop,186,1,0,0.26,1.97,26.65,Electronics
1173,872838,2025-09-05 16:05:47.391689,872.5,79,1.87,2,5,15,5.61,37,Male,South,Tablet,45,0,1,0.87,37.07,12.38,Beauty
1174,222096,2025-11-18 16:05:47.391689,528.46,27,5.05,2,6,18,97.52,29,Female,South,Desktop,182,0,0,0.67,41.38,12.28,Electronics
1175,731347,2025-10-21 16:05:47.391689,599.45,46,7.81,3,9,15,93.87,40,Female,North,Tablet,267,1,0,0.45,48.39,46.36,Beauty
1176,285340,2025-07-15 16:05:47.391689,411.02,50,4.13,1,3,6,68.07,21,Male,South,Mobile,295,0,0,0.49,44.49,16.67,Beauty
1177,210687,2025-07-22 16:05:47.391689,73.67,71,6.98,3,5,13,12.64,40,Male,West,Mobile,321,1,1,0.2,30.03,46.27,Clothing
