CustomerID,Recency,Frequency,Monetary,Cluster
16338,157,1,214.80000000000004,0
16969,39,3,650.4099999999999,3
15051,23,3,1391.6100000000001,3
17573,29,3,380.59999999999997,3
16243,33,2,409.0999999999999,3
17813,14,5,1770.88,3
13347,70,1,341.36,3
17895,44,1,97.99999999999997,3
17985,22,1,634.9499999999999,3
13992,30,1,76.8,3
12893,30,1,188.14,3
12662,0,11,3849.7800000000007,3
15563,22,4,1400.4400000000003,3
15363,372,1,326.0,0
12731,23,12,18895.91,3
12951,8,6,1064.0700000000002,3
17071,28,9,2429.0299999999997,3
16431,213,3,642.81,0
15083,256,1,88.19999999999999,0
17928,45,2,212.54000000000002,3
15440,54,3,383.68000000000006,3
14888,207,1,369.2,0
15405,189,1,349.1,0
14808,39,8,2741.169999999999,3
14287,8,3,176.63,3
14375,185,1,257.67999999999995,0
13730,135,2,752.6000000000001,0
15920,154,4,167.5,0
14096,4,17,65164.79000000009,2
14333,67,1,415.2,3
16413,56,1,262.20000000000005,3
15345,45,1,393.54,3
17793,25,1,323.03999999999996,3
12504,18,2,482.04999999999995,3
12659,29,1,91.68,3
15454,362,1,179.10000000000002,0
17097,2,8,954.4200000000003,3
15224,358,2,322.08,0
14871,3,4,522.3800000000001,3
12347,2,7,4310.0,3
17811,4,39,7837.730000000002,3
13477,37,6,1454.58,3
16303,25,3,5360.630000000001,3
14439,319,1,2661.24,0
13811,183,3,814.5,0
18170,33,3,980.3099999999998,3
17029,110,2,716.0,0
17423,46,2,698.4100000000001,3
15108,141,4,1300.25,0
17345,15,4,537.74,3
15267,22,5,1717.36,3
13372,89,1,378.64,0
13685,2,7,3119.4400000000005,3
18088,61,1,167.66999999999996,3
16240,24,2,3718.8000000000006,3
17545,43,3,645.9599999999998,3
14345,38,1,108.97999999999999,3
12882,9,2,1463.04,3
18209,28,1,139.10000000000002,3
17259,148,2,603.37,0
12709,15,15,9736.52,3
14565,95,4,3099.12,3
16134,21,2,618.0899999999999,3
14813,369,2,155.43,0
13426,0,10,3641.32,3
13584,306,1,142.40000000000003,0
15938,112,5,404.58000000000004,0
15636,89,2,724.76,0
16698,226,2,1998.0,0
17966,37,5,1098.4299999999998,3
14292,7,9,4871.929999999999,3
14128,60,2,637.5,3
14193,67,2,853.3899999999999,3
16383,74,2,668.3600000000001,3
12509,284,1,176.5,0
16370,82,4,1320.5599999999995,3
15909,173,1,191.93999999999997,0
16114,170,1,135.75000000000003,0
17331,123,1,175.2,0
15895,149,1,179.17,0
13644,16,4,2624.2600000000007,3
12895,42,2,372.79999999999995,3
13422,64,1,2626.3000000000006,3
16921,61,1,169.79000000000005,3
17603,78,1,394.72,3
12841,4,25,4022.3500000000004,3
16048,373,2,256.44000000000005,0
18075,23,10,2611.75,3
14462,66,11,2004.02,3
15111,29,3,1567.48,3
18050,359,1,74.4,0
12429,9,4,3750.4,3
17504,206,9,2997.03,0
12873,282,1,374.0,0
17883,3,4,671.77,3
16131,51,6,3506.54,3
14105,239,1,1266.2300000000002,0
17536,177,1,76.5,0
17984,145,1,152.68000000000006,0
14317,64,1,508.58,3
18053,70,1,300.02000000000004,3
14102,5,5,1360.2799999999997,3
13694,3,50,65039.62,2
17685,16,7,3191.53,3
12652,331,1,919.9799999999998,0
15696,33,8,2736.46,3
14587,18,9,1601.1399999999999,3
12935,2,7,2160.6999999999994,3
16515,52,5,1627.1299999999997,3
12881,275,1,298.0,0
15974,39,7,3442.1499999999996,3
16253,66,2,3683.8600000000006,3
14036,284,1,626.6499999999999,0
16242,8,7,3603.209999999999,3
13101,234,1,101.18999999999998,0
16076,3,10,2234.7299999999996,3
14523,108,1,241.09000000000003,0
14830,53,1,197.13,3
15516,44,3,62.43,3
16491,46,1,731.5,3
15667,39,1,301.32000000000005,3
17566,8,2,901.2099999999998,3
17400,126,5,2129.959999999999,0
17706,4,17,10504.49,3
13117,21,8,984.91,3
17869,107,5,428.18000000000006,0
16316,64,8,2938.9100000000003,3
16401,1,12,4098.32,3
16948,138,3,435.02000000000004,0
15228,66,4,3386.71,3
14669,241,3,1269.9899999999998,0
18036,32,3,405.62,3
15815,63,5,2100.6,3
17486,261,1,396.87000000000006,0
16693,68,2,482.01,3
12564,261,1,456.9000000000001,0
16769,260,1,380.3899999999999,0
16230,189,2,542.03,0
17386,7,6,2686.4200000000005,3
15386,186,1,394.14000000000004,0
15152,9,13,4745.690000000001,3
12722,85,4,997.6299999999999,3
16201,3,4,1863.47,3
12536,43,3,12601.830000000005,3
15593,70,1,199.8,3
17503,2,2,558.96,3
15856,4,27,16387.570000000003,3
12489,336,1,334.92999999999995,0
18062,173,3,720.5200000000001,0
15940,311,1,35.8,0
14041,266,1,141.41,0
16159,281,1,348.2000000000001,0
16057,16,7,2263.12,3
16475,88,4,544.3,3
13781,250,1,127.84000000000002,0
16469,23,4,650.4300000000001,3
17974,24,3,740.79,3
16483,192,1,139.35000000000002,0
16682,4,5,1027.9999999999998,3
13248,124,2,465.67999999999995,0
16984,88,2,4481.349999999998,3
13431,67,2,1269.1,3
14598,44,1,221.97000000000003,3
14860,19,1,170.32000000000002,3
15540,11,1,213.30000000000004,3
15922,373,1,369.50000000000006,0
15950,31,4,1765.5099999999998,3
15570,7,12,4165.52,3
12708,29,10,2712.9100000000003,3
13488,17,13,8968.31,3
16148,296,1,76.32000000000001,0
16394,56,5,1555.3400000000001,3
15053,4,3,697.79,3
14513,100,3,455.59000000000003,0
17204,175,4,1564.5600000000002,0
15543,288,1,127.85999999999999,0
18129,243,1,112.55,0
13122,94,2,922.3900000000002,0
14351,164,1,51.0,0
15438,131,1,156.57999999999998,0
14824,10,4,1127.71,3
13297,7,4,2089.8500000000004,3
14904,2,2,1025.44,3
14606,1,93,12156.649999999996,2
17692,127,4,740.94,0
16470,51,4,762.3900000000001,3
14032,2,11,2975.5899999999997,3
14608,4,4,1785.15,3
17720,26,4,1195.9399999999998,3
16073,297,1,122.39999999999999,0
12744,51,7,21279.289999999997,3
16609,15,7,5493.459999999999,3
13344,67,3,2543.7200000000003,3
12639,238,1,486.1,0
14364,108,8,3717.35,3
16348,32,7,1469.4500000000003,3
17715,200,1,326.4,0
13589,14,2,379.65,3
14327,163,1,311.65000000000003,0
18169,60,1,202.65000000000003,3
17852,11,2,114.34,3
12713,0,1,848.5499999999998,3
16145,8,11,3799.49,3
17585,109,4,1133.07,0
16473,164,3,316.11,0
17019,11,4,1272.6100000000001,3
13098,1,28,28882.439999999995,3
17730,3,13,5298.48,3
15835,44,4,954.0899999999999,3
17094,322,1,301.99999999999994,0
14422,0,6,4263.640000000001,3
13975,31,6,2526.2799999999997,3
14507,23,6,1383.1800000000003,3
13988,19,6,4147.96,3
18191,261,1,207.79999999999998,0
14870,261,1,327.24999999999994,0
15364,95,2,913.1900000000002,0
15452,29,3,538.7299999999999,3
16323,196,1,207.50000000000003,0
12535,91,2,716.3500000000001,0
15925,194,1,207.15,0
12965,89,1,771.9099999999996,0
17466,10,2,763.28,3
16561,5,2,511.12,3
18102,0,60,259657.30000000005,1
15882,198,4,516.3599999999999,0
14415,1,13,5900.280000000001,3
15532,25,4,1580.9299999999996,3
14775,58,3,1011.9000000000001,3
14051,0,23,15610.390000000001,3
17819,71,7,3704.8700000000003,3
12797,365,1,254.03,0
16928,80,17,2847.6,3
12712,28,13,4396.13,3
12980,157,9,7374.900000000001,0
13295,359,1,201.2,0
16775,10,11,1695.66,3
14035,28,5,1428.02,3
14112,22,7,2915.15,3
13132,261,1,77.3,0
17176,201,1,306.13,0
17871,204,1,155.89999999999998,0
17444,147,3,2940.04,0
18252,50,2,526.6699999999997,3
17242,108,2,1135.04,0
12962,7,2,266.39000000000004,3
13228,81,1,358.0,3
17805,73,1,512.31,3
17785,53,1,131.94000000000003,3
16191,2,13,5180.5199999999995,3
15689,119,2,254.1,0
17018,40,2,920.1,3
13439,255,1,283.71,0
16657,9,4,933.6200000000001,3
17946,233,2,149.57999999999998,0
16917,276,1,391.5200000000001,0
17817,4,3,387.67999999999995,3
15206,10,4,420.29999999999995,3
12888,214,2,354.12,0
12937,15,4,1504.2699999999995,3
14013,110,3,473.02,0
12910,23,8,3075.0400000000004,3
16637,32,4,1154.4699999999998,3
15700,172,2,696.6799999999996,0
14453,190,1,119.93000000000002,0
15163,18,2,304.47,3
13517,59,3,2128.42,3
15829,99,2,636.1400000000001,0
16292,121,1,302.25,0
16952,109,2,167.61,0
14436,98,1,89.06,0
16934,54,2,950.9299999999998,3
17447,40,2,541.53,3
16688,1,4,1260.8600000000001,3
15330,32,2,714.96,3
14474,46,1,547.6600000000001,3
14139,46,1,415.81999999999994,3
16732,31,1,603.7499999999998,3
16204,23,1,405.71000000000004,3
15061,3,48,54534.14,2
12921,9,37,16587.090000000004,3
13983,29,12,2603.43,3
15046,9,15,5213.77,3
13000,106,3,534.85,0
18259,24,3,2338.6000000000004,3
17861,3,8,2100.8,3
15549,77,3,1693.2599999999998,3
13549,25,7,918.1999999999999,3
17101,10,4,1621.73,3
12589,28,2,646.68,3
15958,74,1,104.35,3
16516,30,1,101.7,3
15097,4,1,248.07999999999996,3
13034,54,2,642.7700000000001,3
13531,205,2,483.80000000000007,0
16168,10,27,3787.600000000001,3
14828,196,3,2139.76,0
15894,253,2,263.54999999999995,0
15719,32,13,5045.609999999999,3
14534,2,18,4447.05,3
13993,42,9,3466.36,3
15518,64,8,1942.4499999999998,3
14088,10,13,50491.81000000001,3
17619,312,1,218.52000000000004,0
14730,1,8,2005.0599999999995,3
16389,53,4,1382.0700000000002,3
18173,86,4,2106.84,3
15388,270,1,140.54,0
14538,64,2,388.24999999999994,3
16055,220,1,134.8,0
17187,226,1,203.95,0
12749,3,5,4090.880000000001,3
15014,43,2,260.16999999999996,3
13895,28,4,2593.0699999999997,3
13575,23,5,732.0699999999999,3
15942,133,1,337.43999999999994,0
13236,24,2,744.8499999999999,3
18059,23,3,306.46000000000004,3
17119,3,2,606.91,3
14975,57,1,279.94,3
17295,28,3,556.9499999999999,3
12558,7,1,269.96000000000004,3
15034,15,8,4308.61,3
14210,105,6,1905.84,3
15159,1,30,18641.010000000006,3
12875,143,2,343.2300000000001,0
12583,2,15,7281.380000000001,3
17033,86,3,1030.1399999999999,3
17739,11,7,2791.3500000000004,3
17519,17,6,1844.02,3
15199,59,4,1268.7,3
14040,40,12,3614.92,3
16882,66,3,705.1199999999999,3
18145,12,4,2861.55,3
18068,289,1,101.69999999999999,0
16419,112,6,972.2300000000001,0
12857,210,2,1106.4,0
14257,64,5,3099.7200000000003,3
12462,18,2,1189.59,3
17886,31,3,899.61,3
12580,246,1,415.7,0
14656,169,2,291.05000000000007,0
15865,40,3,895.1299999999999,3
14154,239,2,1345.62,0
13229,225,1,160.95,0
15252,36,2,740.78,3
12556,50,2,603.7099999999998,3
12519,63,1,340.84,3
13279,78,1,137.75,3
13318,1,3,640.76,3
17350,8,4,1286.07,3
18084,16,1,90.47999999999999,3
17885,12,1,190.18999999999997,3
16024,12,1,251.23999999999992,3
18041,11,21,4183.39,3
17377,23,20,4100.92,3
15347,366,1,201.59999999999997,0
17771,56,2,245.81,3
13015,53,5,3346.2799999999993,3
14291,1,11,3883.25,3
17049,2,9,5659.9800000000005,3
14077,40,5,499.41999999999996,3
14407,107,6,2157.73,0
13357,257,1,609.9500000000002,0
13339,200,1,860.1200000000002,0
16038,7,3,471.78,3
15508,189,6,1000.27,0
17263,208,1,63.440000000000005,0
15333,208,1,1028.56,0
18133,212,1,931.4999999999999,0
14862,25,2,841.2,3
14089,56,1,161.0,3
14861,52,1,125.79000000000002,3
14638,50,1,443.6,3
16558,0,20,8338.49,3
13267,2,19,4521.49,3
15806,46,3,784.5799999999999,3
14988,211,1,334.54,0
17702,30,4,1824.37,3
15027,30,4,1066.1499999999999,3
12770,210,1,1351.4499999999998,0
16942,12,9,1920.59,3
14591,15,4,1447.1399999999999,3
17531,190,1,296.70000000000005,0
13643,31,3,519.44,3
12750,128,1,275.88,0
12526,0,3,1316.6599999999999,3
16685,61,2,324.24,3
16533,19,3,1095.56,3
14488,67,1,1064.2800000000002,3
16754,372,1,2002.4,0
12431,35,15,6487.450000000001,3
13552,66,12,3740.0700000000006,3
13489,105,4,449.52000000000004,0
17859,304,1,148.21,0
14297,17,4,1305.33,3
17325,280,1,96.8,0
14214,30,5,1004.3799999999999,3
15223,225,2,755.75,0
14681,71,3,498.95,3
14853,24,2,475.8,3
12432,42,5,5059.32,3
15506,22,3,979.2599999999999,3
15746,134,1,196.87999999999997,0
15701,2,4,1542.14,3
12513,112,1,612.2900000000001,0
15276,66,1,135.31000000000003,3
15050,25,3,1782.0900000000001,3
17382,65,1,65.4,3
18123,24,2,589.4399999999999,3
16932,53,1,161.94,3
14404,33,6,1474.32,3
14113,3,4,1840.42,3
15984,2,10,2837.67,3
15811,22,6,2218.6200000000003,3
17618,5,3,971.5799999999999,3
17135,16,7,1139.73,3
14618,9,3,553.44,3
12421,15,4,807.0400000000001,3
13859,326,1,201.16,0
15365,25,7,2314.3199999999997,3
15339,66,2,574.0699999999999,3
16573,84,2,663.6099999999999,3
15393,16,2,231.86,3
15245,134,3,2515.84,0
14852,58,6,2836.69,3
17398,114,3,653.3800000000001,0
17171,289,1,224.90999999999997,0
15582,24,3,682.9100000000001,3
13655,114,2,932.97,0
14132,2,11,3586.0299999999997,3
12473,29,5,3938.55,3
16369,18,3,1553.66,3
15186,14,2,411.40999999999997,3
14451,60,2,662.5899999999999,3
15504,81,1,52.83000000000001,0
16400,94,1,303.93,0
16429,106,1,284.55,0
16591,68,1,213.5,3
16052,54,1,362.06000000000006,3
15435,22,1,149.29000000000005,3
12349,18,1,1757.55,3
14785,10,2,77.4,3
14354,5,2,163.62,3
14954,12,1,336.16999999999985,3
18015,4,1,120.03,3
16411,19,2,214.65,3
13093,275,8,7832.469999999999,0
17967,371,1,123.07000000000002,0
15987,12,7,1451.28,3
13951,176,3,674.4499999999999,0
13085,157,2,416.08000000000004,0
14540,9,3,996.26,3
13717,32,6,1445.01,3
16949,3,6,1286.2700000000002,3
17589,60,4,2404.17,3
14628,91,2,671.96,0
15747,12,3,974.0400000000002,3
17453,17,2,486.71999999999997,3
16104,61,1,302.36,3
16971,38,1,357.20999999999987,3
12391,21,1,460.88999999999993,3
14804,8,1,353.2699999999999,3
17551,359,1,306.84,0
14978,72,5,1931.4199999999994,3
16871,22,6,2812.3399999999997,3
14676,31,6,2548.2400000000002,3
14903,21,5,2810.63,3
17556,205,1,157.9,0
18143,116,2,1000.1599999999999,0
15801,46,3,1063.9499999999998,3
12667,58,1,620.13,3
15766,64,1,315.05999999999995,3
13351,66,1,373.94,3
14757,75,1,420.5,3
16595,61,1,360.1600000000003,3
16236,78,1,432.19999999999993,3
16887,35,1,194.88,3
13868,7,2,3192.54,3
17623,32,1,527.05,3
16311,17,2,616.26,3
13521,1,3,1093.6499999999996,3
15471,2,1,469.47999999999985,3
15602,8,9,1297.87,3
15002,115,4,1641.7600000000002,0
12791,373,1,192.60000000000002,0
17744,3,6,2322.4,3
13397,72,5,1544.13,3
15628,4,9,2870.24,3
15208,1,5,870.1199999999999,3
12474,17,18,7375.790000000001,3
13168,36,4,1319.1899999999998,3
15648,204,2,657.3499999999999,0
12834,282,1,312.38,0
12994,4,3,974.4200000000001,3
13249,92,3,711.4100000000001,0
16960,38,3,507.05000000000007,3
15237,1,4,1412.3200000000004,3
16610,219,1,75.66,0
17268,107,4,763.64,0
16006,211,1,101.39999999999999,0
18227,217,1,93.75,0
12704,7,8,2340.84,3
